Цена;Минут до метро;Количество комнат;Площадь;Площадь спален;Площадь кухни;Номер этажа;Количество этажей;Округ_Восточный административный округ;Округ_Западный административный округ;Округ_Новомосковский административный округ;Округ_Северный административный округ;Округ_Северо-Восточный административный округ;Округ_Северо-Западный административный округ;Округ_Центральный административный округ;Округ_Юго-Восточный административный округ;Округ_Юго-Западный административный округ;Округ_Южный административный округ;Ремонт_Без ремонта;Ремонт_Дизайнерский;Ремонт_Европейский;Ремонт_Косметический
9665000;9;0;29;17;9;5;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
28000000;28;4;80;56;6;1;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0
9800000;9;0;35;28;3;2;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0
5900000;16;0;22;13;5;4;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0
11700000;9;1;38;19;10;16;17;0;0;0;1;0;0;0;0;0;0;0;0;0;1
13450000;9;1;41;20;10;7;23;0;0;0;1;0;0;0;0;0;0;0;0;1;0
35000000;8;3;84;44;13;8;6;0;0;0;1;0;0;0;0;0;0;0;1;0;0
16585000;17;0;56;51;5;6;7;1;0;0;0;0;0;0;0;0;0;1;0;0;0
3300000;10;0;13;9;7;1;12;0;0;0;1;0;0;0;0;0;0;1;0;0;0
55000000;9;4;123;64;12;4;20;0;1;0;0;0;0;0;0;0;0;1;0;0;0
26500000;14;3;68;44;8;5;16;0;0;0;0;1;0;0;0;0;0;0;0;1;0
21500000;13;0;80;45;20;18;18;0;0;0;1;0;0;0;0;0;0;1;0;0;0
21500000;13;0;80;45;20;18;18;0;0;0;1;0;0;0;0;0;0;1;0;0;0
5200000;5;0;20;16;8;3;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1
4090000;7;0;14;9;7;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0
4090000;7;0;14;9;7;2;3;0;0;0;0;0;0;0;1;0;0;0;0;1;0
29000000;19;3;58;23;25;25;42;0;0;0;0;0;0;1;0;0;0;1;0;0;0
37426000;15;3;82;44;13;7;16;0;0;0;0;0;0;0;0;0;1;0;0;1;0
7990000;21;0;22;13;8;7;7;0;0;0;0;1;0;0;0;0;0;0;0;0;1
31000000;12;3;68;44;15;20;25;0;0;0;0;0;1;0;0;0;0;0;0;1;0
59000000;16;3;124;80;18;25;31;0;0;0;0;0;1;0;0;0;0;0;0;1;0
9900000;12;1;39;18;10;6;22;0;0;0;0;0;0;0;1;0;0;0;0;0;1
65000000;25;3;75;37;13;17;21;0;0;0;0;0;0;1;0;0;0;1;0;0;0
65000000;25;3;75;37;13;17;21;0;0;0;0;0;0;1;0;0;0;1;0;0;0
434852100;13;5;330;178;15;11;13;0;0;0;0;0;0;1;0;0;0;0;1;0;0
8450000;19;1;36;19;8;1;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
10054259;6;6;18;11;8;7;25;0;0;0;0;0;0;0;0;0;1;0;0;0;1
11900000;18;2;44;29;6;6;9;0;0;0;1;0;0;0;0;0;0;0;0;1;0
27500000;14;2;68;50;12;14;14;0;0;0;0;0;0;0;0;0;1;1;0;0;0
24800000;14;2;55;32;9;12;12;0;0;0;1;0;0;0;0;0;0;0;0;1;0
150000000;10;3;130;63;20;2;5;0;0;0;0;0;0;1;0;0;0;1;0;0;0
4347500;5;0;18;10;5;1;17;0;0;0;0;1;0;0;0;0;0;0;0;0;1
4347500;5;0;18;10;5;1;17;0;0;0;0;1;0;0;0;0;0;0;0;0;1
12800000;4;2;42;28;6;9;9;1;0;0;0;0;0;0;0;0;0;0;0;1;0
23900000;9;3;75;39;11;15;18;0;0;0;1;0;0;0;0;0;0;0;0;1;0
80900000;4;4;132;69;17;6;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
13499000;4;3;66;10;12;2;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1
16500000;6;3;62;45;6;1;12;0;0;0;0;0;0;0;0;0;1;0;0;0;1
10650000;17;1;44;18;8;4;17;0;0;1;0;0;0;0;0;0;0;0;0;1;0
6977550;14;6;25;12;4;11;14;0;0;1;0;0;0;0;0;0;0;0;0;0;1
311384000;7;4;251;129;27;3;14;0;0;0;0;0;0;1;0;0;0;0;0;1;0
340000000;11;5;284;145;30;16;17;0;0;0;0;0;0;1;0;0;0;0;1;0;0
340000000;11;5;284;145;30;16;17;0;0;0;0;0;0;1;0;0;0;0;1;0;0
23500000;15;1;45;16;17;2;14;0;0;0;0;0;0;0;0;0;1;0;1;0;0
10350000;25;1;36;20;10;2;26;0;0;0;0;0;1;0;0;0;0;0;0;1;0
42700000;28;4;123;90;20;9;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
10100000;3;0;18;11;8;1;8;0;0;0;0;0;0;1;0;0;0;0;0;0;1
4960000;11;0;10;5;2;1;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
29800000;14;3;75;48;13;7;17;0;0;0;0;0;1;0;0;0;0;0;0;1;0
22600000;21;2;63;34;14;5;27;0;1;0;0;0;0;0;0;0;0;1;0;0;0
144990000;9;4;189;105;26;2;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0
19399000;11;1;42;17;14;12;23;0;0;0;0;0;0;0;1;0;0;0;1;0;0
47052500;17;1;79;53;15;5;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0
34000000;12;4;102;61;10;8;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1
13400000;13;1;36;19;8;8;16;0;0;0;0;0;0;0;0;1;0;0;0;0;1
4500000;16;0;16;10;4;2;6;0;0;0;0;0;0;0;1;0;0;0;0;1;0
7750000;41;0;19;12;3;13;33;0;0;0;1;0;0;0;0;0;0;0;0;0;1
107000000;5;2;107;70;15;1;3;0;0;0;0;0;0;1;0;0;0;0;1;0;0
14715000;13;1;43;23;11;5;12;0;0;0;0;0;0;0;0;0;1;0;0;0;1
14500000;17;3;51;34;6;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
179990000;8;5;200;147;21;4;13;0;0;0;0;0;0;1;0;0;0;1;0;0;0
10900000;23;0;30;19;6;5;30;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10900000;23;0;30;19;6;5;30;1;0;0;0;0;0;0;0;0;0;0;0;1;0
89900000;10;5;156;106;13;3;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0
41000000;9;2;53;31;6;7;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0
41000000;9;2;53;31;6;7;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0
17750000;5;1;52;28;12;2;14;0;0;0;1;0;0;0;0;0;0;0;0;0;1
18500000;23;3;87;46;19;3;14;0;0;1;0;0;0;0;0;0;0;1;0;0;0
21000000;10;3;81;51;21;5;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1
27000000;27;4;114;75;13;17;17;0;0;0;0;1;0;0;0;0;0;0;0;1;0
96960000;10;3;121;70;15;8;16;0;0;0;0;0;0;1;0;0;0;1;0;0;0
10914361;14;1;34;12;12;3;15;0;0;1;0;0;0;0;0;0;0;0;0;0;1
11600000;12;2;45;30;6;8;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0
37081000;18;2;69;37;12;9;16;0;0;0;0;0;0;0;0;0;1;0;0;1;0
120000000;15;3;100;9;14;6;7;0;1;0;0;0;0;0;0;0;0;0;0;1;0
120000000;15;3;100;9;14;6;7;0;1;0;0;0;0;0;0;0;0;0;0;1;0
42900000;13;3;109;57;35;2;16;0;1;0;0;0;0;0;0;0;0;0;0;1;0
140000000;14;4;126;45;30;5;9;0;0;0;0;0;0;1;0;0;0;0;1;0;0
9700000;3;0;25;17;5;3;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0
9000000;15;0;33;19;9;18;18;0;0;0;0;1;0;0;0;0;0;1;0;0;0
9000000;15;0;33;19;9;18;18;0;0;0;0;1;0;0;0;0;0;1;0;0;0
26281000;18;2;64;33;16;32;32;0;0;0;0;0;0;0;0;1;0;0;0;1;0
10700000;8;2;37;21;6;3;14;0;0;0;0;1;0;0;0;0;0;0;0;0;1
169400000;7;4;154;76;45;16;18;0;0;0;0;0;0;1;0;0;0;0;0;1;0
49500000;8;4;158;116;12;15;18;0;1;0;0;0;0;0;0;0;0;0;0;1;0
6723872;12;0;15;10;7;3;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0
6723872;12;0;15;10;7;3;4;0;0;0;1;0;0;0;0;0;0;0;0;1;0
21000000;2;3;73;47;10;4;8;0;0;0;0;1;0;0;0;0;0;0;0;0;1
79789500;8;1;104;57;16;6;7;0;0;0;0;0;0;1;0;0;0;1;0;0;0
41770018;9;3;107;56;15;11;11;0;0;0;0;0;1;0;0;0;0;1;0;0;0
7200000;12;0;10;7;7;3;4;0;0;0;0;0;0;0;0;0;1;0;0;1;0
6650000;6;0;20;15;3;4;5;0;0;0;0;0;0;0;0;0;1;0;0;0;1
4100000;16;0;16;12;2;1;5;1;0;0;0;0;0;0;0;0;0;1;0;0;0
10250000;16;1;35;19;9;6;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1
31000000;12;3;63;40;11;18;25;0;0;0;0;0;1;0;0;0;0;0;1;0;0
5920050;11;0;18;15;8;1;14;0;1;0;0;0;0;0;0;0;0;0;0;1;0
9800000;3;0;19;14;5;3;4;0;0;0;1;0;0;0;0;0;0;0;1;0;0
12000000;16;2;46;33;6;9;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1
19776000;13;1;41;23;10;13;25;0;1;0;0;0;0;0;0;0;0;0;0;1;0
17500000;11;2;50;30;8;9;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0
23999900;12;2;61;33;11;8;21;0;0;0;0;0;1;0;0;0;0;0;1;0;0
87000000;10;5;176;91;21;3;18;0;0;0;0;0;1;0;0;0;0;0;0;1;0
8890000;8;1;35;19;10;10;12;0;0;0;0;0;0;0;1;0;0;1;0;0;0
52000000;12;2;69;32;15;42;44;0;0;0;0;0;0;1;0;0;0;0;1;0;0
68618733;14;5;111;46;45;13;13;1;0;0;0;0;0;0;0;0;0;1;0;0;0
12500000;13;1;40;20;8;1;14;0;0;0;0;1;0;0;0;0;0;0;1;0;0
3150000;3;0;10;7;7;1;12;0;0;0;0;1;0;0;0;0;0;0;0;0;1
13900000;7;1;45;23;9;16;23;0;0;0;1;0;0;0;0;0;0;0;0;1;0
16500000;18;2;52;28;9;1;14;0;1;0;0;0;0;0;0;0;0;0;0;0;1
17300000;16;2;53;27;12;9;18;0;0;0;0;1;0;0;0;0;0;0;0;0;1
23000000;13;4;95;69;12;12;12;1;0;0;0;0;0;0;0;0;0;0;0;0;1
249000000;7;5;200;140;20;4;15;0;0;0;0;0;0;1;0;0;0;0;0;1;0
249000000;7;5;200;140;20;4;15;0;0;0;0;0;0;1;0;0;0;0;0;1;0
11900000;5;2;45;30;7;3;12;0;0;0;0;1;0;0;0;0;0;1;0;0;0
22500000;31;2;58;36;9;9;14;0;0;0;0;0;0;1;0;0;0;0;0;1;0
13000000;8;0;17;10;3;1;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0
64889951;7;5;104;54;15;9;18;0;0;0;0;0;0;1;0;0;0;1;0;0;0
62460000;13;3;138;72;10;18;22;0;0;0;0;0;0;0;0;0;1;1;0;0;0
38700000;13;3;117;57;25;5;20;0;0;0;0;0;0;0;0;1;0;1;0;0;0
110000000;9;5;187;96;22;16;17;0;0;0;0;0;0;0;0;0;1;1;0;0;0
110000000;9;5;187;96;22;16;17;0;0;0;0;0;0;0;0;0;1;1;0;0;0
149000000;3;5;220;15;24;3;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
149000000;3;5;220;15;24;3;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
143000000;9;6;180;114;22;14;57;0;0;0;1;0;0;0;0;0;0;0;1;0;0
74000000;16;3;114;59;20;6;21;0;1;0;0;0;0;0;0;0;0;0;1;0;0
44000000;7;2;44;8;10;3;5;0;0;0;0;0;0;1;0;0;0;1;0;0;0
53417232;11;4;129;66;20;32;49;0;1;0;0;0;0;0;0;0;0;1;0;0;0
13800000;5;1;38;19;8;12;17;0;0;0;0;0;0;0;1;0;0;0;0;1;0
8500000;19;0;30;20;6;14;18;0;0;0;0;1;0;0;0;0;0;1;0;0;0
54900000;7;3;95;53;13;8;14;0;0;0;0;0;0;1;0;0;0;0;0;0;1
15000000;11;1;45;20;12;5;14;0;1;0;0;0;0;0;0;0;0;0;1;0;0
26407999;14;4;80;42;13;4;13;0;0;0;0;0;0;0;0;0;1;0;0;1;0
51000000;9;1;65;25;10;2;13;0;0;0;0;0;0;1;0;0;0;0;1;0;0
22500000;9;2;57;31;10;3;22;0;0;0;0;0;0;0;0;1;0;0;0;1;0
12900000;6;2;52;30;8;2;12;0;0;0;0;1;0;0;0;0;0;0;0;0;1
400000000;6;5;202;117;12;1;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0
400000000;6;5;202;117;12;1;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0
80000000;12;4;144;100;18;8;50;0;1;0;0;0;0;0;0;0;0;0;0;1;0
80000000;12;4;144;100;18;8;50;0;1;0;0;0;0;0;0;0;0;0;0;1;0
8843959;31;1;31;12;10;17;25;0;0;0;0;0;1;0;0;0;0;0;0;0;1
14800000;12;2;55;32;9;11;12;0;0;0;0;1;0;0;0;0;0;0;0;0;1
19250000;10;2;60;40;5;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1
120000000;2;4;167;104;10;4;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
15000000;6;1;39;14;10;18;33;1;0;0;0;0;0;0;0;0;0;0;0;1;0
48000000;5;5;120;86;20;2;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0
48000000;5;5;120;86;20;2;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0
48000000;5;5;120;86;20;2;4;0;0;0;0;0;0;1;0;0;0;0;0;1;0
17000000;13;3;79;47;8;4;14;0;0;0;0;1;0;0;0;0;0;0;0;0;1
13099000;18;3;58;40;6;1;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
83000000;15;4;138;84;6;24;41;0;0;0;1;0;0;0;0;0;0;0;1;0;0
83000000;15;4;138;84;6;24;41;0;0;0;1;0;0;0;0;0;0;0;1;0;0
20000000;9;2;56;33;10;2;22;0;0;0;0;0;0;0;0;1;0;0;0;0;1
39500000;4;3;68;44;14;4;12;0;0;0;0;0;0;1;0;0;0;1;0;0;0
149000000;5;2;124;64;16;45;79;0;0;0;0;0;0;1;0;0;0;0;1;0;0
15600000;9;1;36;20;9;4;12;0;1;0;0;0;0;0;0;0;0;0;0;1;0
16100000;4;2;44;29;8;5;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1
22850000;3;2;46;25;10;4;11;0;0;0;0;0;0;1;0;0;0;0;0;1;0
23900000;7;1;47;19;14;2;13;1;0;0;0;0;0;0;0;0;0;0;0;1;0
10030162;5;1;32;9;14;16;19;0;0;0;0;0;1;0;0;0;0;0;0;0;1
369090400;10;5;310;133;42;6;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
11800000;12;1;39;18;10;22;22;0;0;0;0;0;0;0;0;1;0;0;0;1;0
13500000;9;2;36;26;6;3;8;0;0;0;0;1;0;0;0;0;0;0;0;1;0
29473982;11;4;101;29;15;2;29;0;0;0;0;0;0;0;1;0;0;0;0;1;0
16900000;4;2;56;30;12;23;28;0;0;0;1;0;0;0;0;0;0;0;1;0;0
4600000;15;0;9;6;7;1;5;0;1;0;0;0;0;0;0;0;0;0;0;0;1
17300000;15;2;50;30;8;2;16;0;1;0;0;0;0;0;0;0;0;0;0;0;1
16990000;12;3;63;44;8;12;12;0;0;0;0;0;0;0;0;0;1;0;0;1;0
27500000;8;2;69;37;15;17;23;0;0;0;0;0;0;0;0;1;0;0;1;0;0
32500000;14;2;60;34;14;4;15;0;0;0;0;0;0;0;0;0;1;1;0;0;0
9400000;14;1;36;19;9;10;14;0;0;0;0;0;0;0;0;0;1;0;0;0;1
46000000;6;4;126;80;30;22;42;0;1;0;0;0;0;0;0;0;0;1;0;0;0
99000000;17;6;345;290;30;17;18;0;1;0;0;0;0;0;0;0;0;0;1;0;0
99000000;17;6;345;290;30;17;18;0;1;0;0;0;0;0;0;0;0;0;1;0;0
12500000;10;0;31;18;8;10;10;0;0;0;0;0;0;1;0;0;0;0;1;0;0
16500000;4;1;38;18;9;4;23;0;0;0;0;0;0;0;1;0;0;0;1;0;0
24500000;7;2;56;30;8;5;9;0;0;0;0;0;0;1;0;0;0;0;0;1;0
26500000;5;0;70;31;15;20;42;0;1;0;0;0;0;0;0;0;0;1;0;0;0
35000000;13;4;85;45;28;11;24;0;0;0;0;0;1;0;0;0;0;0;1;0;0
13500000;7;2;51;28;9;7;17;0;0;0;0;0;0;0;0;1;0;0;0;1;0
9500000;28;2;44;28;6;1;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0
21900000;26;1;39;21;9;17;43;0;0;0;1;0;0;0;0;0;0;0;0;1;0
9200000;26;1;39;17;8;8;14;0;0;1;0;0;0;0;0;0;0;1;0;0;0
34900000;10;2;58;31;11;36;58;0;0;0;0;0;1;0;0;0;0;0;1;0;0
35500000;9;2;66;24;19;11;19;0;0;0;1;0;0;0;0;0;0;1;0;0;0
23000000;16;3;80;44;10;2;22;0;0;0;0;0;0;0;0;0;1;0;0;0;1
24000000;12;1;42;16;17;5;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
40990000;16;2;72;54;7;6;41;0;0;0;1;0;0;0;0;0;0;1;0;0;0
11000000;23;0;20;16;5;3;21;0;0;0;0;1;0;0;0;0;0;0;1;0;0
14800000;6;1;39;21;10;16;11;0;0;0;0;0;0;0;0;0;1;0;0;0;1
15699000;13;0;35;19;9;6;19;0;0;0;0;0;0;1;0;0;0;0;0;1;0
23373011;5;2;73;43;5;2;11;0;0;0;0;0;1;0;0;0;0;0;0;1;0
74900000;14;5;127;83;8;8;14;0;1;0;0;0;0;0;0;0;0;0;1;0;0
12000000;29;3;59;32;6;4;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
17212014;18;4;80;42;17;6;30;0;0;0;0;0;0;0;0;1;0;0;0;0;1
144500000;6;4;167;110;25;2;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
144500000;6;4;167;110;25;2;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
60062366;18;5;126;84;11;13;19;0;0;0;0;0;1;0;0;0;0;1;0;0;0
10500000;16;1;34;19;9;7;12;0;0;0;0;0;0;0;0;1;0;0;0;0;1
16500000;24;3;63;46;7;9;12;0;0;0;0;0;1;0;0;0;0;0;0;0;1
13500000;3;2;51;31;9;6;17;0;0;0;0;0;0;0;0;0;1;0;0;0;1
6650000;2;0;20;17;2;2;9;0;0;0;1;0;0;0;0;0;0;1;0;0;0
206500000;10;4;161;105;19;2;7;0;0;0;0;0;0;1;0;0;0;0;1;0;0
13046913;14;3;62;26;19;2;10;0;0;1;0;0;0;0;0;0;0;0;0;0;1
28000000;12;1;46;28;10;6;44;0;0;0;0;0;0;1;0;0;0;0;1;0;0
41000000;9;2;54;29;9;8;8;0;0;0;0;0;0;1;0;0;0;0;0;1;0
18902704;19;2;44;18;10;12;23;0;1;0;0;0;0;0;0;0;0;0;0;1;0
16495000;19;1;44;17;16;1;25;0;1;0;0;0;0;0;0;0;0;0;0;1;0
39000000;6;6;97;73;8;3;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0
20700000;18;1;39;19;13;18;9;0;0;0;0;0;0;0;0;0;1;1;0;0;0
6050000;16;0;25;14;8;2;2;0;0;0;0;0;0;0;1;0;0;0;0;1;0
11500000;18;2;46;30;7;1;9;0;1;0;0;0;0;0;0;0;0;0;0;0;1
30990000;16;2;58;31;25;3;12;0;0;0;0;0;0;1;0;0;0;0;0;1;0
9900000;12;1;38;17;8;11;12;1;0;0;0;0;0;0;0;0;0;0;0;1;0
13790000;9;1;43;13;18;25;30;0;0;0;0;0;0;0;0;0;1;1;0;0;0
15500000;25;2;53;32;9;17;17;0;1;0;0;0;0;0;0;0;0;0;0;1;0
82000000;13;6;176;15;21;2;6;0;0;0;0;0;0;1;0;0;0;1;0;0;0
82000000;13;6;176;15;21;2;6;0;0;0;0;0;0;1;0;0;0;1;0;0;0
15900000;9;2;42;27;6;5;9;0;0;0;0;0;0;1;0;0;0;0;0;0;1
33100000;5;3;94;49;14;20;23;0;1;0;0;0;0;0;0;0;0;0;1;0;0
3900000;13;0;16;10;8;2;5;0;0;0;0;1;0;0;0;0;0;0;0;0;1
7420587;5;6;24;9;5;14;19;0;0;0;0;0;0;0;0;1;0;0;0;0;1
41900000;12;4;105;70;9;22;22;0;0;0;0;1;0;0;0;0;0;1;0;0;0
122500000;10;4;129;73;11;7;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0
3610000;4;0;15;9;7;4;9;0;0;0;1;0;0;0;0;0;0;0;0;1;0
3610000;4;0;15;9;7;4;9;0;0;0;1;0;0;0;0;0;0;0;0;1;0
13500000;17;3;55;30;6;4;5;0;0;0;1;0;0;0;0;0;0;0;0;0;1
11700000;9;0;26;15;8;4;4;1;0;0;0;0;0;0;0;0;0;0;1;0;0
8458060;7;6;22;11;3;2;6;0;1;0;0;0;0;0;0;0;0;0;0;0;1
159500000;9;5;190;15;22;6;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
159500000;9;5;190;15;22;6;6;0;0;0;0;0;0;1;0;0;0;0;1;0;0
23000000;3;3;75;44;10;8;17;0;0;0;0;0;0;0;0;1;0;0;0;0;1
119000000;6;4;200;140;20;8;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
119000000;6;4;200;140;20;8;8;0;0;0;0;0;0;1;0;0;0;0;1;0;0
15300000;16;1;41;20;10;17;21;0;0;0;0;0;0;0;0;1;0;0;0;0;1
16000000;11;2;63;31;10;12;22;0;0;0;0;0;0;0;0;1;0;0;0;0;1
164449675;5;6;250;200;40;4;17;0;1;0;0;0;0;0;0;0;0;0;1;0;0
29000000;11;2;64;39;15;19;37;0;1;0;0;0;0;0;0;0;0;1;0;0;0
12700000;16;1;35;20;9;9;12;0;0;0;0;0;0;0;0;1;0;0;0;1;0
73000000;3;5;124;83;18;2;3;0;0;0;0;0;0;1;0;0;0;1;0;0;0
12500000;23;1;37;15;10;8;9;0;0;1;0;0;0;0;0;0;0;0;0;1;0
16000000;11;2;57;31;10;12;22;0;0;0;0;0;0;0;0;1;0;1;0;0;0
11679660;20;6;25;18;2;5;28;0;0;0;1;0;0;0;0;0;0;0;0;0;1
23900000;7;4;70;35;30;24;26;0;0;0;1;0;0;0;0;0;0;0;1;0;0
13600000;9;0;31;18;9;4;4;1;0;0;0;0;0;0;0;0;0;0;0;0;1
11150000;12;1;35;18;10;6;26;0;0;0;0;0;0;0;0;0;1;0;0;1;0
31000000;6;2;55;33;9;3;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0
19900000;14;2;56;30;9;16;22;0;0;0;0;0;0;0;0;1;0;0;0;0;1
19600000;17;3;62;43;7;9;9;0;0;0;0;0;0;0;0;1;0;0;0;0;1
80000000;18;5;198;90;52;13;23;0;0;0;0;0;0;0;0;1;0;1;0;0;0
12100000;4;1;38;15;15;3;19;0;0;0;0;0;0;0;0;1;0;0;0;1;0
57000000;5;2;51;28;10;3;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0
8950000;13;0;20;12;3;4;8;0;0;0;0;0;0;1;0;0;0;0;0;0;1
4899000;19;0;15;9;7;1;9;0;0;0;0;0;0;0;0;0;1;0;0;1;0
11150000;5;1;39;19;8;9;17;0;0;0;0;0;1;0;0;0;0;0;0;1;0
10700000;21;1;40;17;11;11;16;0;0;1;0;0;0;0;0;0;0;0;1;0;0
14500000;17;1;43;20;11;12;23;0;0;0;0;0;0;0;1;0;0;0;1;0;0
5100000;16;0;13;7;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;1;0
13150000;12;3;61;43;6;4;9;1;0;0;0;0;0;0;0;0;0;0;0;0;1
14800000;8;1;38;16;12;3;14;0;0;0;0;0;0;1;0;0;0;0;0;0;1
66000000;17;2;94;65;20;3;24;0;0;0;0;0;0;1;0;0;0;0;1;0;0
35000000;9;2;68;30;21;8;28;0;1;0;0;0;0;0;0;0;0;0;0;1;0
164844000;4;4;137;71;18;8;9;0;1;0;0;0;0;0;0;0;0;1;0;0;0
164844000;4;4;137;71;18;8;9;0;1;0;0;0;0;0;0;0;0;1;0;0;0
12000000;5;1;34;19;10;15;16;0;1;0;0;0;0;0;0;0;0;0;0;0;1
14000000;8;1;32;14;11;22;23;0;0;0;1;0;0;0;0;0;0;0;0;0;1
51000000;5;3;112;58;15;16;25;0;1;0;0;0;0;0;0;0;0;0;1;0;0
26800000;10;3;72;49;7;12;16;0;1;0;0;0;0;0;0;0;0;0;1;0;0
13100000;22;2;46;25;10;2;16;0;0;0;0;0;1;0;0;0;0;0;0;1;0
100000000;6;3;93;49;20;24;77;0;0;0;0;0;0;1;0;0;0;0;1;0;0
175000000;9;5;190;98;22;10;20;0;0;0;0;0;0;1;0;0;0;0;0;1;0
64445440;17;5;131;51;32;26;27;0;0;0;0;0;0;1;0;0;0;1;0;0;0
297000000;4;6;239;123;26;3;8;0;1;0;0;0;0;0;0;0;0;1;0;0;0
297000000;4;6;239;123;26;3;8;0;1;0;0;0;0;0;0;0;0;1;0;0;0
29700000;9;2;62;28;12;4;28;0;1;0;0;0;0;0;0;0;0;1;0;0;0
17999000;12;1;43;23;12;10;5;0;0;0;0;0;1;0;0;0;0;1;0;0;0
26499000;31;4;82;55;6;12;27;0;1;0;0;0;0;0;0;0;0;1;0;0;0
12000000;9;1;42;23;11;9;16;0;0;0;0;1;0;0;0;0;0;0;0;0;1
23300000;12;3;75;60;10;3;22;0;1;0;0;0;0;0;0;0;0;0;0;0;1
19000000;8;2;64;32;10;2;25;0;1;0;0;0;0;0;0;0;0;0;0;1;0
4575000;13;0;18;11;8;3;5;0;0;0;0;1;0;0;0;0;0;1;0;0;0
6500000;18;0;22;10;8;4;16;0;0;1;0;0;0;0;0;0;0;1;0;0;0
11300000;6;2;44;28;6;9;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
18000000;12;2;58;34;9;1;12;0;1;0;0;0;0;0;0;0;0;0;0;1;0
10900000;5;1;36;19;8;11;17;0;1;0;0;0;0;0;0;0;0;0;0;1;0
10900000;8;2;42;25;6;1;9;0;0;0;0;0;0;0;0;0;1;0;0;0;1
220000000;24;6;234;120;15;1;12;0;1;0;0;0;0;0;0;0;0;1;0;0;0
69000000;10;5;151;106;10;5;12;1;0;0;0;0;0;0;0;0;0;1;0;0;0
200000000;14;5;317;162;32;5;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
200000000;14;5;317;162;32;5;5;0;0;0;0;0;1;0;0;0;0;0;1;0;0
7000000;20;0;25;20;5;10;18;0;0;0;0;1;0;0;0;0;0;1;0;0;0
9200000;5;0;44;19;10;8;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
9200000;5;0;44;19;10;8;16;0;0;0;0;0;0;0;0;0;1;1;0;0;0
70980219;6;5;144;55;45;16;16;0;0;0;0;0;1;0;0;0;0;1;0;0;0
50000000;10;4;145;80;15;24;28;0;0;0;0;0;1;0;0;0;0;0;0;0;1
180000000;4;5;200;150;20;7;12;0;0;0;0;0;0;1;0;0;0;0;1;0;0
19200000;12;2;58;36;10;4;21;0;0;0;1;0;0;0;0;0;0;0;0;1;0
48500000;8;4;95;68;9;3;8;0;1;0;0;0;0;0;0;0;0;0;0;0;1
48500000;8;4;95;68;9;3;8;0;1;0;0;0;0;0;0;0;0;0;0;0;1
10100000;13;1;41;18;8;2;16;0;0;0;0;0;0;0;1;0;0;0;0;1;0
